Country,Date,Cases,Deaths,Recovered,Active,Critical,Tests,Population,Vaccinated
USA,2023-08-07,188,71,586,497,29,53987,9681996,68497
USA,2023-03-10,924,64,894,385,32,33100,10855434,77959
USA,2023-05-16,40,77,710,89,37,74004,11018485,23748
USA,2023-04-20,904,8,909,71,33,89018,18997989,95918
USA,2023-03-30,642,74,951,331,27,39673,8298785,77185
USA,2023-08-18,105,10,373,159,37,97982,18817308,33731
USA,2023-07-10,181,100,60,344,24,19961,3865634,80636
USA,2023-02-20,166,65,282,25,6,2933,6333165,68597
USA,2023-06-08,499,100,75,43,34,84344,5144027,85277
USA,2023-06-24,889,49,972,436,27,53210,9194469,32234
USA,2023-08-06,968,35,506,371,24,69104,6914821,85848
USA,2023-10-27,205,8,673,220,8,36048,11160337,25734
USA,2023-03-31,416,64,441,275,7,23596,10852919,21547
USA,2023-10-31,859,45,453,276,38,16139,14902861,87705
USA,2023-11-10,604,18,173,259,39,82765,14459115,15048
USA,2023-01-17,286,62,524,34,0,78427,4899499,50765
USA,2023-01-14,886,86,818,347,19,18186,8702851,37137
USA,2023-05-14,151,36,812,420,47,41308,11766797,58608
USA,2023-11-19,392,73,248,195,38,14482,17341501,36884
USA,2023-11-15,744,49,314,227,38,26545,1982491,38786
USA,2023-04-02,821,25,146,32,30,28762,3859762,92167
USA,2023-03-27,580,27,335,133,15,20659,11698882,77441
USA,2023-10-10,496,18,653,213,19,90717,12281373,64122
USA,2023-10-07,961,88,945,75,10,53034,11307306,51776
USA,2023-10-25,284,21,186,133,13,36836,4687188,57322
USA,2023-08-06,243,35,370,414,8,95783,2978575,30292
USA,2023-05-24,487,44,440,275,21,60098,14022231,1759
USA,2023-11-20,432,75,580,209,34,22086,17731129,14262
USA,2023-06-16,89,88,1000,200,3,3130,11694501,65311
USA,2023-04-12,82,41,601,33,44,51878,19727492,50393
USA,2023-11-11,853,96,175,436,49,92890,13896609,81100
USA,2023-07-01,134,29,559,221,3,71297,16644135,81497
USA,2023-02-10,548,1,814,443,20,71439,12148420,45643
USA,2023-06-30,957,75,770,278,36,65677,8406187,80055
USA,2023-03-31,488,33,799,488,26,59054,7502231,80545
USA,2023-06-28,96,94,507,453,5,72278,3755593,69405
USA,2023-01-22,813,98,185,423,16,15683,16293751,17764
USA,2023-08-08,954,58,670,212,5,87283,19209558,98236
USA,2023-01-02,142,100,275,245,48,2643,18467387,88617
USA,2023-03-27,295,14,720,415,6,19655,2657357,78403
USA,2023-08-27,125,12,899,447,46,76648,9149116,62738
USA,2023-06-03,516,62,200,350,28,89166,6452032,58825
USA,2023-11-26,483,38,799,292,1,56306,16009023,25303
USA,2023-08-19,601,1,181,390,35,33482,14607390,39305
USA,2023-06-10,113,43,817,491,40,1922,6209494,79133
USA,2023-01-12,155,34,323,69,33,29465,6504830,41388
USA,2023-10-26,764,87,793,201,31,44628,8156990,16657
USA,2023-09-24,23,9,335,64,40,3015,4568063,39785
USA,2023-10-11,924,96,404,103,21,65332,6154912,25540
USA,2023-11-10,76,66,506,445,15,37859,14873194,13917
USA,2023-09-03,854,53,352,184,33,59696,4662296,38007
USA,2023-05-17,914,4,449,326,18,51577,4376338,99098
USA,2023-05-03,768,53,986,473,44,45981,5574788,95398
USA,2023-05-20,93,50,795,219,6,26456,5033033,92890
USA,2023-02-28,906,75,488,100,21,35580,5542767,2870
USA,2023-05-23,411,96,439,218,24,83024,19162891,84959
USA,2023-06-21,254,38,657,56,22,9207,15409332,84636
USA,2023-04-22,340,99,999,132,15,53510,10474681,62400
USA,2023-10-15,146,49,83,226,34,93451,11131075,24155
USA,2023-03-19,238,80,966,47,9,12704,2635145,29067
USA,2023-05-23,1000,48,963,23,32,89212,4254563,94104
USA,2023-07-16,907,91,920,499,37,34414,11742434,10466
USA,2023-08-13,442,30,735,56,35,49675,7193561,46993
USA,2023-01-28,400,89,353,211,23,36419,1688329,19741
USA,2023-03-21,439,37,800,305,5,15468,5211797,74119
USA,2023-04-14,712,72,148,152,6,62401,5602150,53065
USA,2023-02-11,70,4,734,472,3,4674,16025291,55005
USA,2023-01-22,377,46,678,375,36,24173,17545944,3176
USA,2023-03-27,271,100,87,431,39,50991,13662921,37987
USA,2023-10-22,439,55,973,16,37,58038,14563296,65508
USA,2023-02-04,967,93,334,57,8,46275,11151449,54957
USA,2023-07-13,253,3,908,242,22,57928,6858845,44917
USA,2023-11-26,95,15,469,437,19,25871,1625381,42192
USA,2023-05-30,533,71,762,41,2,24264,7062605,92109
USA,2023-09-03,184,38,509,365,0,42113,19104869,58117
USA,2023-07-09,943,98,623,403,6,73434,18230505,53328
USA,2023-04-21,41,79,701,216,32,37592,2416978,28102
USA,2023-01-27,941,6,862,163,5,30848,16975320,49759
USA,2023-02-11,189,77,15,6,43,38032,19387450,42755
USA,2023-01-16,953,64,812,70,0,17603,5613561,80630
USA,2023-09-06,841,78,327,411,37,3066,5504050,55484
USA,2023-06-12,843,6,244,103,1,34739,6737353,20299
USA,2023-11-02,1,13,465,122,5,55651,3892302,70309
USA,2023-11-16,962,90,114,7,12,84617,4236623,18734
USA,2023-01-09,923,59,601,84,23,72908,16547205,33661
USA,2023-09-07,235,95,740,309,22,56864,12784973,38959
USA,2023-02-16,324,63,76,482,31,5917,3346511,60942
USA,2023-07-12,141,65,76,425,10,58475,3884534,41809
USA,2023-09-04,342,72,612,461,12,46438,11346135,61641
USA,2023-11-24,407,69,571,492,31,65968,17197578,37018
USA,2023-01-18,190,16,636,176,14,94661,6229419,97640
USA,2023-03-08,688,46,535,340,21,23517,10085317,8990
USA,2023-07-11,102,5,136,464,11,66838,18498771,7905
USA,2023-07-18,387,58,309,46,34,5146,1992771,35756
USA,2023-04-23,5,91,337,54,25,48509,17332528,6524
USA,2023-05-20,422,53,552,427,0,77677,19577978,14936
USA,2023-07-22,883,43,680,34,8,5733,12887352,8208
USA,2023-09-24,243,6,517,305,45,73253,17024121,71712
USA,2023-04-06,349,50,69,420,6,25206,16550007,35256
USA,2023-05-31,574,98,674,139,49,59846,11937108,85627
USA,2023-04-25,535,14,131,97,12,77255,13581542,98616
USA,2023-03-08,291,40,280,354,3,32921,19541698,46321
USA,2023-04-17,483,47,915,73,48,45029,7898231,59405
USA,2023-10-12,957,38,293,108,39,74893,5014590,401
USA,2023-11-05,777,40,884,43,49,68993,7279636,33113
USA,2023-01-21,313,1,583,308,12,91164,14409665,62851
USA,2023-04-13,543,16,5,297,47,2466,10324040,42396
USA,2023-11-05,206,53,156,81,42,43363,7515182,6689
USA,2023-08-09,515,6,588,317,23,60746,7928846,9982
USA,2023-02-07,674,47,982,465,23,16014,16331220,26207
USA,2023-11-07,193,51,923,145,3,56898,11050012,22551
USA,2023-04-30,925,52,734,388,4,60145,10825423,76137
USA,2023-09-24,209,97,231,308,22,74776,9003370,31253
USA,2023-09-28,820,53,273,278,10,91049,12468729,75161
USA,2023-07-02,575,48,719,163,18,96647,16102704,24248
USA,2023-05-01,85,75,238,206,43,59694,4734464,93296
USA,2023-10-25,631,2,972,482,30,92220,18044050,4764
USA,2023-05-06,414,35,864,392,22,20318,9153605,97566
USA,2023-04-11,10,95,346,382,5,36031,9974747,10864
USA,2023-01-08,479,13,78,178,30,13571,9539473,16651
USA,2023-05-15,296,80,500,257,41,53927,11970812,46350
USA,2023-04-21,479,29,152,476,5,11164,12988656,64292
USA,2023-01-10,431,35,526,90,2,81166,9794719,69763
USA,2023-04-22,739,21,572,359,37,98065,8724477,62401
USA,2023-10-10,997,92,306,493,25,33873,4781217,4606
USA,2023-09-27,789,97,681,450,48,28932,16181972,6953
USA,2023-08-08,143,61,538,283,6,14420,14719536,83039
USA,2023-01-05,531,98,753,449,43,64044,13053857,18846
USA,2023-09-28,401,0,976,429,14,44153,7342370,51859
USA,2023-01-03,551,83,951,139,45,84244,13318005,92845
USA,2023-11-24,726,73,160,295,44,16342,10320130,33907
USA,2023-07-23,234,50,857,225,34,81037,10915488,88305
USA,2023-06-22,179,7,24,267,12,12837,12997564,37380
USA,2023-11-01,176,20,910,317,33,50199,9528526,58994
USA,2023-03-08,948,26,968,200,0,26511,5283774,7428
USA,2023-06-05,991,11,45,96,10,33837,4741827,18954
USA,2023-02-02,787,80,469,379,23,82843,2600158,5873
USA,2023-09-04,52,22,525,33,17,60744,1398395,97076
USA,2023-08-28,281,63,922,152,40,77042,12957251,75926
USA,2023-04-17,275,70,288,368,22,62679,3932140,15003
USA,2023-08-18,386,61,811,351,29,53322,13370209,65678
USA,2023-09-18,912,64,452,54,25,70962,19983063,52134
USA,2023-09-17,810,40,742,119,14,32837,9374958,60798
USA,2023-05-03,361,88,672,169,50,74380,6215547,72792
USA,2023-07-31,591,20,201,470,40,9071,11004765,85560
USA,2023-09-27,150,27,813,97,0,39089,6989892,1513
USA,2023-04-16,945,98,93,310,5,27402,1211790,9134
USA,2023-07-27,163,87,927,75,12,40316,4769333,30888
USA,2023-03-13,684,83,378,46,43,78563,12118974,36122
USA,2023-01-11,306,50,574,185,15,26751,14979344,12174
USA,2023-02-20,421,30,40,285,30,47233,11884124,21808
USA,2023-01-11,922,43,177,85,5,4278,19387694,74468
USA,2023-03-15,211,15,759,124,4,1555,1093711,44200
USA,2023-07-21,399,22,693,188,13,24592,9404793,53739
USA,2023-04-21,343,6,819,298,30,91377,5321773,2080
USA,2023-09-21,601,52,693,425,11,75457,3269343,96586
USA,2023-09-16,811,42,330,345,1,41021,19546498,98286
USA,2023-05-12,712,5,668,183,32,57306,9530119,71399
USA,2023-02-20,879,42,593,203,29,92485,12778902,54992
USA,2023-11-27,342,55,452,132,16,94220,11635420,92544
USA,2023-11-06,617,84,123,332,43,78741,3763500,6686
USA,2023-09-24,422,84,690,487,28,23936,15934108,68226
USA,2023-01-19,108,36,785,222,50,20920,1685648,46220
USA,2023-01-14,126,16,834,424,2,31189,7099942,62632
USA,2023-05-12,264,85,225,121,23,99202,4945895,12257
USA,2023-06-04,721,45,158,274,42,33912,4418254,74197
USA,2023-11-26,308,88,868,355,3,75906,6607259,19380
USA,2023-01-06,551,30,277,188,10,53828,16179114,67327
USA,2023-02-19,612,78,923,236,15,29669,16053429,25748
USA,2023-05-24,713,64,840,58,8,18145,16033499,53246
USA,2023-09-12,410,1,389,479,44,59885,14258798,65585
USA,2023-09-06,604,26,538,265,0,74662,4224414,81344
USA,2023-06-28,474,60,645,103,33,83363,1812193,9404
USA,2023-11-15,217,96,950,403,0,69999,8455089,90356
USA,2023-02-12,350,25,236,357,41,76985,5510379,96252
USA,2023-08-18,138,57,456,27,5,2490,6463239,70426
USA,2023-07-23,299,58,878,364,11,73171,8166509,22376
USA,2023-04-25,231,100,758,413,23,61946,15422367,22801
USA,2023-08-24,449,13,50,130,21,40148,16743238,93302
USA,2023-03-03,203,18,224,478,28,20460,8530492,19080
USA,2023-09-01,720,50,570,45,50,72678,1408362,86246
USA,2023-05-13,956,11,315,39,18,52430,9148607,56972
USA,2023-03-21,871,62,209,369,44,6297,5401185,388
USA,2023-05-05,284,78,174,85,25,84347,14723181,38611
USA,2023-04-27,628,11,375,280,10,84472,1151972,74907
USA,2023-06-13,855,81,318,305,25,3700,18750313,95539
USA,2023-02-11,195,46,671,184,22,31105,8395912,13993
USA,2023-05-05,222,44,399,19,13,7421,17231191,6493
USA,2023-09-24,651,49,455,263,35,36431,4856627,60137
USA,2023-01-13,670,16,147,362,34,72367,19740919,5133
USA,2023-11-08,469,59,586,242,22,40727,7020529,68444
USA,2023-09-20,29,65,551,497,44,15945,15483980,12796
USA,2023-11-12,935,72,947,495,18,82462,17939034,13314
USA,2023-03-10,415,78,917,218,47,36807,18611200,70549
USA,2023-09-16,235,66,477,283,37,97660,8973301,33052
USA,2023-04-28,365,90,509,94,16,30157,8803058,85
USA,2023-07-25,116,63,263,410,37,84536,15212944,37846
USA,2023-10-09,249,79,364,171,21,61358,13817899,23115
USA,2023-01-05,23,99,547,206,50,25467,13253814,84178
USA,2023-03-13,865,85,940,436,1,5337,2379797,14601
USA,2023-09-23,169,58,313,429,28,77961,10154205,83404
USA,2023-06-10,822,27,850,461,46,14894,17725644,27308
USA,2023-11-27,822,18,494,430,28,23399,15994256,68841
USA,2023-09-18,526,60,427,74,12,68477,13906430,26828
USA,2023-11-24,656,21,55,5,43,84810,3477843,72145
USA,2023-11-11,504,29,775,233,2,79406,2907584,2412
USA,2023-07-16,765,55,123,96,5,9982,6593845,59319
USA,2023-11-10,924,93,974,344,4,52886,3631865,3480
USA,2023-06-18,821,68,838,449,43,60794,14539070,99251
USA,2023-09-24,612,94,426,336,40,96185,7531357,86911
USA,2023-11-19,370,13,902,465,19,79672,11448350,1153
USA,2023-03-19,353,61,553,125,30,73691,7822535,35949
USA,2023-05-13,55,82,38,297,34,38771,9125702,49292
USA,2023-10-10,942,97,426,351,43,42337,8151605,37050
USA,2023-07-31,164,32,801,323,10,36602,17396057,48010
USA,2023-08-28,981,2,677,12,38,19632,3103097,62523
USA,2023-07-24,962,68,263,320,7,56846,11482353,31093
USA,2023-04-25,349,25,660,158,6,9431,14656523,42576
USA,2023-03-21,268,60,216,386,41,67424,17635465,43264
USA,2023-06-18,856,96,209,430,7,83494,17683476,49619
USA,2023-03-22,167,5,362,63,13,74995,16653882,84585
USA,2023-02-28,914,54,369,321,50,87997,11857517,5872
USA,2023-06-29,276,19,943,52,9,78290,16636330,50458
USA,2023-09-25,81,100,747,396,49,82726,10788345,39016
USA,2023-07-18,376,7,643,233,34,14647,5301083,79146
USA,2023-08-01,965,25,98,310,37,81813,15253089,36153
USA,2023-06-07,75,20,899,91,3,9558,11518424,81460
USA,2023-04-18,252,9,105,189,25,37012,8606624,78568
USA,2023-08-18,610,100,851,281,41,14268,9496582,81860
USA,2023-06-16,947,63,127,237,24,72907,4271583,46148
USA,2023-07-24,871,48,873,411,48,90159,2417218,1820
USA,2023-02-07,957,3,576,165,14,88526,19351294,69587
USA,2023-10-11,446,83,467,198,17,82891,16794590,21719
USA,2023-07-17,638,99,70,175,7,61147,3016355,29087
USA,2023-04-09,918,42,167,244,37,56524,9204087,53090
USA,2023-04-27,346,14,357,303,19,7745,9281696,31767
USA,2023-10-21,908,56,94,228,29,13413,7517453,24634
USA,2023-05-28,832,67,620,262,20,49590,6656669,91345
USA,2023-06-05,421,27,676,186,49,40306,9344178,81334
USA,2023-06-01,171,97,705,373,3,29654,5834847,39464
USA,2023-06-25,274,4,727,310,50,42307,16434137,18173
USA,2023-07-03,213,36,684,476,15,33497,7011648,9616
USA,2023-05-29,434,2,497,108,34,99267,9706826,66193
USA,2023-09-01,388,17,549,152,45,6888,19583213,55713
USA,2023-10-26,517,72,283,50,24,5832,13723503,79863
USA,2023-10-16,288,2,424,402,29,72207,3059828,85051
USA,2023-01-10,111,48,654,183,16,74697,11848587,47323
USA,2023-02-10,801,64,687,188,35,25481,16835584,75405
USA,2023-08-25,253,53,931,296,43,26872,9248803,55719
USA,2023-09-18,947,39,824,191,36,99136,10630844,38453
USA,2023-03-17,994,45,398,421,21,45709,17460462,56969
USA,2023-01-07,639,39,392,101,22,40969,17163506,14540
USA,2023-01-30,663,41,868,282,7,41162,3793949,68008
USA,2023-01-20,188,4,469,106,8,25798,7723162,61317
USA,2023-09-17,188,18,499,83,36,95386,18141581,46563
USA,2023-01-28,149,31,253,219,2,93462,14967015,62902
USA,2023-07-26,697,22,952,146,40,50137,8566981,8336
USA,2023-08-11,115,98,282,428,15,47563,13584489,84637
USA,2023-11-21,486,28,857,53,36,80661,16129914,46853
USA,2023-04-16,368,34,344,361,5,3787,14415283,70200
USA,2023-09-17,892,68,898,26,43,97679,9832981,9143
USA,2023-06-13,683,4,294,90,7,70970,2156064,80823
USA,2023-02-26,856,52,144,122,44,94338,11481929,86533
USA,2023-06-06,899,52,372,88,17,93456,8478514,45110
USA,2023-02-03,150,38,349,450,16,76502,10393022,82390
USA,2023-02-23,257,100,268,344,4,67958,9155922,94841
USA,2023-11-12,236,93,213,270,19,30403,13089819,36265
USA,2023-01-01,517,90,873,245,19,11165,9409068,58503
USA,2023-09-25,493,1,981,221,14,34013,6738802,84011
USA,2023-01-08,603,34,292,78,1,20683,5605581,27185
USA,2023-11-22,683,26,289,183,28,44619,8464449,80615
USA,2023-10-01,597,96,291,332,49,62062,14540236,11889
USA,2023-08-01,108,26,48,299,22,96787,5424095,46605
USA,2023-03-03,50,83,924,221,10,57495,9058078,6977
USA,2023-08-10,807,88,310,436,42,53534,16404488,43481
USA,2023-04-30,161,65,316,401,4,8827,19120529,75469
USA,2023-10-14,571,72,963,231,19,85197,3119095,26488
USA,2023-08-09,217,36,280,60,47,60481,10016845,17218
USA,2023-06-30,991,37,899,104,11,61116,17276297,6142
USA,2023-07-17,485,1,800,55,16,25268,3831598,77588
USA,2023-08-02,461,3,379,487,30,97880,12585425,29287
USA,2023-06-13,290,88,495,43,47,9461,17196426,92768
USA,2023-01-27,829,65,727,469,16,76828,14869076,32664
USA,2023-02-04,213,93,604,399,39,63300,6070856,77669
USA,2023-03-22,645,96,440,208,23,87684,4841197,1339
USA,2023-05-13,101,35,486,79,47,35413,15290374,54815
USA,2023-05-07,652,69,143,234,27,67963,14420442,8276
USA,2023-08-10,224,97,345,291,27,58563,14501133,46748
USA,2023-08-27,294,97,983,338,50,10492,11561782,38324
USA,2023-10-03,16,18,700,87,24,47151,15931514,96206
USA,2023-03-27,900,94,992,496,6,45121,7276964,75338
USA,2023-11-07,94,100,572,427,6,49068,14786554,68494
USA,2023-05-07,969,84,290,418,22,80841,6732943,77451
USA,2023-10-23,693,31,179,424,6,27685,13814963,99259
USA,2023-08-16,635,91,864,32,21,87269,4908285,40503
USA,2023-10-23,176,75,628,280,0,85631,5912732,5507
USA,2023-06-18,501,39,285,301,38,2791,3150213,61983
USA,2023-11-07,838,61,449,102,47,42683,11166417,2428
USA,2023-11-01,670,70,592,463,28,17322,14034099,7488
USA,2023-09-14,27,15,978,68,37,68507,12199194,88094
USA,2023-04-17,770,17,509,301,40,42129,19614900,72337
USA,2023-11-03,537,77,108,400,18,59002,14458048,25786
USA,2023-11-14,115,35,665,181,1,97736,19761472,51066
USA,2023-07-06,148,70,296,56,19,41133,10603919,73155
USA,2023-06-17,273,72,432,459,5,77042,5500025,17298
USA,2023-05-14,982,50,478,282,15,11646,11194807,41599
USA,2023-04-22,259,74,478,470,4,15466,19470719,10472
USA,2023-06-14,235,34,317,371,7,18464,11290657,67251
USA,2023-10-28,220,19,19,128,24,52481,4105413,59437
USA,2023-08-19,925,85,854,286,35,55643,3733845,73520
USA,2023-01-03,911,4,707,276,32,76502,9853187,66467
USA,2023-05-25,639,3,573,340,38,99084,14346321,9950
USA,2023-05-26,778,15,84,460,11,18190,8795124,83609
USA,2023-01-05,369,22,339,88,26,56101,1827844,82809
USA,2023-02-18,842,61,14,289,9,68804,15174270,37052
USA,2023-09-12,511,100,585,309,3,22411,2435651,1730
USA,2023-05-04,426,76,282,477,8,88322,3671899,31934
USA,2023-09-04,75,64,278,151,34,8021,12386767,11658
USA,2023-05-28,393,51,90,265,33,45853,9873269,90847
USA,2023-03-12,579,5,977,8,48,75895,17542401,56399
USA,2023-05-22,205,34,265,81,6,25525,8351946,66628
USA,2023-06-28,239,49,568,385,1,44597,19861598,39869
USA,2023-05-19,669,31,885,389,39,18252,5061567,9886
USA,2023-03-10,254,60,411,107,9,72785,2252281,37946
USA,2023-07-22,414,39,610,45,48,25164,13163461,25875
USA,2023-09-10,741,95,947,101,2,7953,7349440,9912
USA,2023-11-24,233,80,799,380,7,10406,5475541,41934
USA,2023-10-27,101,47,288,104,47,28342,10658434,54579
USA,2023-07-02,4,17,58,372,5,65844,17886912,35516
USA,2023-01-02,147,5,133,236,40,50939,15371229,28616
USA,2023-05-29,765,96,148,374,23,70281,12749751,6985
USA,2023-06-12,894,61,453,306,24,89065,15629841,70287
USA,2023-07-27,3,19,60,394,24,38039,11255888,84525
USA,2023-05-11,453,37,21,288,17,15698,7370820,46569
USA,2023-04-14,940,67,13,68,13,45005,8567939,17925
USA,2023-01-06,575,16,595,109,25,43965,11246877,80428
USA,2023-03-19,945,98,596,99,23,73131,19160956,68115
USA,2023-09-20,586,7,305,228,31,22084,3221861,64122
USA,2023-09-15,474,58,861,474,42,86371,19500075,97266
USA,2023-08-05,570,3,722,238,25,65281,8064282,41945
USA,2023-04-15,796,46,884,465,49,96993,18602148,24325
USA,2023-07-22,833,57,775,257,34,17726,12110222,80744
USA,2023-07-10,809,16,774,425,14,41601,11837380,71468
USA,2023-07-08,351,26,608,20,35,32815,7654236,3333
USA,2023-06-25,539,98,282,4,11,42576,17113247,10285
USA,2023-04-30,504,77,54,84,6,91626,6465157,12119
USA,2023-01-09,95,6,922,227,4,66975,14521482,64619
USA,2023-04-25,594,76,422,334,37,36804,15648091,8069
USA,2023-10-03,903,60,673,17,34,25332,10438761,45916
USA,2023-09-08,752,35,853,79,38,67569,13126536,49618
USA,2023-02-04,334,37,274,70,1,15606,3875900,91545
USA,2023-08-14,421,54,912,487,15,75958,15465304,40752
USA,2023-01-22,628,89,619,161,10,98646,15756482,33067
USA,2023-05-17,783,17,111,40,23,77654,8875266,83986
USA,2023-11-14,837,13,825,150,37,8134,8743213,85221
USA,2023-10-17,403,62,930,352,47,39979,17720221,63863
USA,2023-05-30,143,45,930,470,21,67619,6236548,63808
USA,2023-05-27,419,98,533,324,49,57474,5705589,70057
USA,2023-03-26,467,52,27,281,40,7143,4575393,90565
USA,2023-07-10,336,68,324,226,6,29434,7810176,97475
USA,2023-07-17,609,25,241,12,18,17795,6196750,82291
USA,2023-05-28,516,10,704,160,39,7838,3433430,22608
USA,2023-04-08,711,50,335,306,4,71979,8122532,24971
USA,2023-10-22,683,73,837,450,46,86283,6547936,3302
USA,2023-09-28,149,72,357,227,49,7386,17288691,31660
USA,2023-03-11,763,68,305,479,18,33879,2945966,66613
USA,2023-03-11,414,59,435,339,35,29370,2562521,70878
USA,2023-08-14,23,24,542,125,23,60265,19140846,50490
USA,2023-11-28,505,31,624,179,0,62861,12744404,99246
USA,2023-05-27,263,2,17,67,12,76433,11095122,74254
USA,2023-10-12,905,99,172,99,21,48382,9471043,87549
USA,2023-01-09,160,72,357,271,17,16508,17167815,90808
USA,2023-08-27,149,74,223,130,33,6557,2095054,78842
USA,2023-04-11,734,79,702,290,43,3603,5101187,2113
USA,2023-11-10,254,55,608,263,6,20091,8781457,12821
USA,2023-11-06,438,77,409,458,13,36474,16974464,60027
USA,2023-10-11,723,39,664,381,49,38513,3255074,80817
USA,2023-07-09,919,71,588,303,20,68861,10254818,91227
USA,2023-08-18,734,33,623,270,27,74911,4664636,96087
USA,2023-05-11,685,26,996,371,6,18893,5480150,77100
USA,2023-02-26,96,75,709,387,24,10868,13828375,35505
USA,2023-08-11,240,62,932,29,19,6338,16540639,35164
USA,2023-02-18,477,22,292,50,4,65795,17297971,69737
USA,2023-03-27,509,55,677,272,34,98289,13762097,11807
USA,2023-10-18,526,70,295,88,37,40361,9942284,84247
USA,2023-05-25,33,65,26,275,32,37050,3195836,41379
USA,2023-06-10,703,11,28,179,13,60697,15574960,85307
USA,2023-03-18,865,58,362,345,13,84732,7778108,98606
USA,2023-03-10,473,50,754,83,48,44782,13334141,11788
USA,2023-10-29,852,77,141,150,3,25619,18802453,98917
USA,2023-05-10,513,26,301,403,5,77876,2995799,80885
USA,2023-05-05,403,82,212,317,41,55890,11728872,41544
USA,2023-06-07,474,18,696,89,40,56366,1045403,91597
USA,2023-09-28,150,33,289,28,21,23046,14711419,33697
USA,2023-01-21,532,41,725,116,42,96876,9772515,46273
USA,2023-06-17,291,5,374,188,49,1301,3194792,44677
USA,2023-06-24,606,93,677,8,25,66173,16252411,66058
USA,2023-02-12,804,38,226,93,28,75010,14690137,48213
USA,2023-06-12,67,41,403,376,29,43770,1583395,88460
USA,2023-08-11,321,14,789,159,29,66640,3839691,47200
USA,2023-02-17,511,33,1,388,27,30319,12091793,14886
USA,2023-09-30,330,49,25,216,39,81166,7174003,35321
USA,2023-07-03,642,56,548,129,15,91817,13713619,89687
USA,2023-03-02,316,70,841,161,36,76818,9114362,50860
USA,2023-03-08,294,33,913,416,14,16790,12535643,45266
USA,2023-09-23,317,26,737,115,48,75862,5697801,84766
USA,2023-03-06,425,27,705,223,31,12968,15699384,72374
USA,2023-05-23,448,95,902,19,3,38011,3143197,20773
USA,2023-04-03,143,37,679,296,10,29049,10096792,41454
USA,2023-06-26,243,85,715,321,47,15283,6705417,65324
USA,2023-02-14,431,93,403,296,46,7690,8787149,81171
USA,2023-05-13,106,17,831,41,20,40315,10786834,40023
USA,2023-10-07,832,9,519,230,12,92756,4002793,57230
USA,2023-04-20,260,12,607,295,16,94487,5082482,1273
USA,2023-11-06,474,23,416,57,39,32193,4431345,11459
USA,2023-09-20,432,54,754,364,8,16762,3118371,68293
USA,2023-06-21,895,73,916,402,14,10662,9862935,16441
USA,2023-09-07,671,12,377,283,0,44667,3742477,34706
USA,2023-07-08,359,28,918,324,6,42966,15481574,92385
USA,2023-10-11,832,78,132,426,2,35153,8543659,66898
USA,2023-11-02,823,1,601,386,29,12759,5328727,28479
USA,2023-02-15,927,7,457,446,47,13540,15263008,24827
USA,2023-05-31,265,40,409,332,43,71770,9235775,28948
USA,2023-05-02,34,95,504,281,28,35546,10999255,55078
USA,2023-09-19,640,73,833,35,7,95440,3451189,88129
USA,2023-01-27,525,67,863,496,25,12182,3821870,51211
USA,2023-01-12,584,47,373,255,43,57649,5035586,21011
USA,2023-08-19,370,49,516,81,17,18245,19146911,82188
USA,2023-05-20,132,1,531,468,23,82317,17173852,12220
USA,2023-04-07,19,63,778,52,50,80725,11615987,60706
USA,2023-10-13,442,5,420,406,29,21638,11990767,74860
USA,2023-05-05,516,22,495,13,29,49461,17195555,49261
USA,2023-03-09,373,21,425,355,46,19023,7127215,5057
USA,2023-11-22,900,60,538,466,28,48773,4282099,52056
USA,2023-02-11,500,40,298,432,19,60705,12631511,294
USA,2023-06-12,885,85,158,106,33,67950,3728579,22316
USA,2023-01-07,194,39,960,161,19,73668,8754931,12981
USA,2023-05-29,894,36,975,134,41,44049,17312120,43133
USA,2023-06-01,883,57,764,171,14,16805,5398283,41195
USA,2023-02-10,841,91,988,3,13,93323,4481449,19454
USA,2023-08-07,963,62,44,313,40,28306,9140448,3909
USA,2023-02-09,248,92,122,464,49,29861,3613099,96005
USA,2023-02-22,555,21,246,31,6,87371,15566282,34307
USA,2023-04-11,637,86,274,281,30,98481,16124297,55232
USA,2023-06-15,670,87,555,200,36,94053,8167743,77963
USA,2023-04-08,915,8,490,86,15,47101,18675524,24581
USA,2023-11-20,206,12,994,38,5,34522,2478762,95438
USA,2023-05-20,673,90,192,330,22,20089,3860806,55432
USA,2023-07-21,494,44,279,202,34,48192,9478309,85145
USA,2023-10-17,406,70,322,2,30,17447,10723115,79662
USA,2023-08-01,735,15,840,60,41,30823,10127966,61988
USA,2023-04-25,629,83,885,463,23,92217,15833393,14231
USA,2023-05-18,540,93,477,86,40,36185,16110761,57477
USA,2023-11-17,555,31,840,436,50,57226,11515832,90945
USA,2023-01-04,24,21,560,163,18,70717,14258234,26227
USA,2023-08-27,576,31,273,390,20,66885,10670983,8574
USA,2023-11-11,530,70,719,108,23,32336,2624553,63624
USA,2023-07-12,600,59,465,413,45,40312,15873010,46338
USA,2023-11-26,406,95,334,197,30,4301,1981970,34354
USA,2023-05-09,592,16,946,439,46,57984,1562749,44992
USA,2023-01-11,170,9,629,5,22,6187,4861023,95947
USA,2023-09-28,58,77,924,494,47,90512,7165827,78419
USA,2023-07-29,279,6,800,278,35,74085,3384490,73843
USA,2023-03-28,961,47,372,409,9,16705,3365346,50166
USA,2023-01-31,594,6,803,434,7,16255,10456636,35521
